"Gene","Non.unique.Gene.name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p","Empirical_p"
"cheR_2","","hypothetical protein",555,0,569,149,49.3772241992883,100,Inf,7.61543657913738e-41,2.81771153428083e-36,6.42872811836831e-40,3,3,0,0.25,0.25,0.0099009900990099
"rnc","","Ribonuclease 3",555,0,569,149,49.3772241992883,100,Inf,7.61543657913738e-41,2.81771153428083e-36,6.42872811836831e-40,2,2,0,0.5,0.5,0.0099009900990099
"per_2","","GDP-perosamine synthase",555,0,569,149,49.3772241992883,100,Inf,7.61543657913738e-41,2.81771153428083e-36,6.42872811836831e-40,3,3,0,0.25,0.25,0.0099009900990099
"group_9658","lolA_1","Outer-membrane lipoprotein carrier protein",555,0,569,149,49.3772241992883,100,Inf,7.61543657913738e-41,2.81771153428083e-36,6.42872811836831e-40,3,3,0,0.25,0.25,0.0099009900990099
"group_15033","","hypothetical protein",554,0,570,149,49.288256227758,100,Inf,8.17776913167313e-41,3.02577457871906e-36,6.89871084979265e-40,3,3,0,0.25,0.25,0.0099009900990099
"group_37944","","hypothetical protein",554,0,570,149,49.288256227758,100,Inf,8.17776913167313e-41,3.02577457871906e-36,6.89871084979265e-40,3,3,0,0.25,0.25,0.0099009900990099
"cas1","","CRISPR-associated endonuclease Cas1",554,0,570,149,49.288256227758,100,Inf,8.17776913167313e-41,3.02577457871906e-36,6.89871084979265e-40,3,3,0,0.25,0.25,0.0099009900990099
"ftsZ","","Cell division protein FtsZ",553,0,571,149,49.1992882562278,100,Inf,9.22201174905751e-41,3.41214434715128e-36,7.7672304738249e-40,3,3,0,0.25,0.25,0.0099009900990099
"glpK_1","","Glycerol kinase",553,0,571,149,49.1992882562278,100,Inf,9.22201174905751e-41,3.41214434715128e-36,7.7672304738249e-40,4,4,0,0.125,0.125,0.0099009900990099
"group_26114","","hypothetical protein",553,0,571,149,49.1992882562278,100,Inf,9.22201174905751e-41,3.41214434715128e-36,7.7672304738249e-40,3,3,0,0.25,0.25,0.0099009900990099
"bpt","","Aspartate/glutamate leucyltransferase",553,0,571,149,49.1992882562278,100,Inf,9.22201174905751e-41,3.41214434715128e-36,7.7672304738249e-40,3,3,0,0.25,0.25,0.0099009900990099
"rssB_4","","Regulator of RpoS",553,0,571,149,49.1992882562278,100,Inf,9.22201174905751e-41,3.41214434715128e-36,7.7672304738249e-40,3,3,0,0.25,0.25,0.0099009900990099
"echA8_2","","putative enoyl-CoA hydratase echA8",552,0,572,149,49.1103202846975,100,Inf,1.07934109485867e-40,3.99356205097709e-36,9.03929844041894e-40,3,3,0,0.25,0.25,0.0099009900990099
"group_22539","","hypothetical protein",552,0,572,149,49.1103202846975,100,Inf,1.07934109485867e-40,3.99356205097709e-36,9.03929844041894e-40,2,2,0,0.5,0.5,0.0099009900990099
"serC","","Phosphoserine aminotransferase",552,0,572,149,49.1103202846975,100,Inf,1.07934109485867e-40,3.99356205097709e-36,9.03929844041894e-40,2,2,0,0.5,0.5,0.0297029702970297
"group_5172","","hypothetical protein",552,0,572,149,49.1103202846975,100,Inf,1.07934109485867e-40,3.99356205097709e-36,9.03929844041894e-40,3,3,0,0.25,0.25,0.0099009900990099
"group_11488","","hypothetical protein",552,0,572,149,49.1103202846975,100,Inf,1.07934109485867e-40,3.99356205097709e-36,9.03929844041894e-40,3,3,0,0.25,0.25,0.0099009900990099
"caiE","","Carnitine operon protein CaiE",552,0,572,149,49.1103202846975,100,Inf,1.07934109485867e-40,3.99356205097709e-36,9.03929844041894e-40,3,3,0,0.25,0.25,0.0099009900990099
"group_15664","","hypothetical protein",552,0,572,149,49.1103202846975,100,Inf,1.07934109485867e-40,3.99356205097709e-36,9.03929844041894e-40,3,3,0,0.25,0.25,0.0099009900990099
"group_10032","","hypothetical protein",551,0,573,149,49.0213523131673,100,Inf,1.29670004871997e-40,4.7977901802639e-36,1.08522736490927e-39,3,3,0,0.25,0.25,0.0099009900990099
"rimO","","Ribosomal protein S12 methylthiotransferase RimO",551,0,573,149,49.0213523131673,100,Inf,1.29670004871997e-40,4.7977901802639e-36,1.08522736490927e-39,3,3,0,0.25,0.25,0.0099009900990099
"aniA","","hypothetical protein",550,0,574,149,48.932384341637,100,Inf,2.97746085922568e-40,1.1016605179135e-35,2.48850354170658e-39,3,3,0,0.25,0.25,0.0099009900990099
"etfA","","Electron transfer flavoprotein subunit alpha",550,0,574,149,48.932384341637,100,Inf,2.97746085922568e-40,1.1016605179135e-35,2.48850354170658e-39,3,3,0,0.25,0.25,0.0099009900990099
"menH_5","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",550,0,574,149,48.932384341637,100,Inf,2.97746085922568e-40,1.1016605179135e-35,2.48850354170658e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_4795","","hypothetical protein",549,0,575,149,48.8434163701068,100,Inf,3.02231302934598e-40,1.11825582085801e-35,2.51689358734641e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_12276","","hypothetical protein",549,0,575,149,48.8434163701068,100,Inf,3.02231302934598e-40,1.11825582085801e-35,2.51689358734641e-39,2,2,0,0.5,0.5,0.0099009900990099
"rsbW_1","","Serine-protein kinase RsbW",549,0,575,149,48.8434163701068,100,Inf,3.02231302934598e-40,1.11825582085801e-35,2.51689358734641e-39,3,3,0,0.25,0.25,0.0099009900990099
"etfB","","Electron transfer flavoprotein subunit beta",549,0,575,149,48.8434163701068,100,Inf,3.02231302934598e-40,1.11825582085801e-35,2.51689358734641e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_25723","","hypothetical protein",549,0,575,149,48.8434163701068,100,Inf,3.02231302934598e-40,1.11825582085801e-35,2.51689358734641e-39,3,3,0,0.25,0.25,0.0099009900990099
"pknD_1","","Serine/threonine-protein kinase PknD",549,0,575,149,48.8434163701068,100,Inf,3.02231302934598e-40,1.11825582085801e-35,2.51689358734641e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_32540","","hypothetical protein",549,0,575,149,48.8434163701068,100,Inf,3.02231302934598e-40,1.11825582085801e-35,2.51689358734641e-39,2,2,0,0.5,0.5,0.0099009900990099
"group_36410","","hypothetical protein",549,0,575,149,48.8434163701068,100,Inf,3.02231302934598e-40,1.11825582085801e-35,2.51689358734641e-39,3,3,0,0.25,0.25,0.0099009900990099
"fabG_1","","3-oxoacyl-[acyl-carrier-protein] reductase FabG",548,0,576,149,48.7544483985765,100,Inf,3.24932450421236e-40,1.20225006655857e-35,2.68659232750519e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_35672","","hypothetical protein",548,0,576,149,48.7544483985765,100,Inf,3.24932450421236e-40,1.20225006655857e-35,2.68659232750519e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_36306","","hypothetical protein",548,0,576,149,48.7544483985765,100,Inf,3.24932450421236e-40,1.20225006655857e-35,2.68659232750519e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_29249","","hypothetical protein",547,0,577,149,48.6654804270463,100,Inf,3.66510080243746e-40,1.35608729690186e-35,3.02091177746015e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_35866","","hypothetical protein",547,0,577,149,48.6654804270463,100,Inf,3.66510080243746e-40,1.35608729690186e-35,3.02091177746015e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_36079","","hypothetical protein",547,0,577,149,48.6654804270463,100,Inf,3.66510080243746e-40,1.35608729690186e-35,3.02091177746015e-39,3,3,0,0.25,0.25,0.0297029702970297
"ccpA","","Cytochrome c551 peroxidase",547,0,577,149,48.6654804270463,100,Inf,3.66510080243746e-40,1.35608729690186e-35,3.02091177746015e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_68670","","hypothetical protein",547,0,577,149,48.6654804270463,100,Inf,3.66510080243746e-40,1.35608729690186e-35,3.02091177746015e-39,3,3,0,0.25,0.25,0.0198019801980198
"rcsC_10","","Sensor histidine kinase RcsC",546,0,578,149,48.576512455516,100,Inf,4.28713838102652e-40,1.58624120097981e-35,3.52498044662181e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_31776","","hypothetical protein",546,0,578,149,48.576512455516,100,Inf,4.28713838102652e-40,1.58624120097981e-35,3.52498044662181e-39,3,3,0,0.25,0.25,0.0198019801980198
"group_35684","","hypothetical protein",546,0,578,149,48.576512455516,100,Inf,4.28713838102652e-40,1.58624120097981e-35,3.52498044662181e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_8579","","hypothetical protein",546,0,578,149,48.576512455516,100,Inf,4.28713838102652e-40,1.58624120097981e-35,3.52498044662181e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_9228","","hypothetical protein",546,0,578,149,48.576512455516,100,Inf,4.28713838102652e-40,1.58624120097981e-35,3.52498044662181e-39,3,3,0,0.25,0.25,0.0099009900990099
"gpmB","","phosphoglycerate mutase GpmB",545,0,579,149,48.4875444839858,100,Inf,5.14442964536753e-40,1.90343896878599e-35,4.20742477627318e-39,2,2,0,0.5,0.5,0.0099009900990099
"group_32510","","hypothetical protein",545,0,579,149,48.4875444839858,100,Inf,5.14442964536753e-40,1.90343896878599e-35,4.20742477627318e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_20701","","hypothetical protein",545,0,579,149,48.4875444839858,100,Inf,5.14442964536753e-40,1.90343896878599e-35,4.20742477627318e-39,2,2,0,0.5,0.5,0.0099009900990099
"group_40459","","hypothetical protein",544,0,580,149,48.3985765124555,100,Inf,1.13410937912895e-39,4.19620470277713e-35,9.09682880350438e-39,3,3,0,0.25,0.25,0.0099009900990099
"sasA_3","","Adaptive-response sensory-kinase SasA",544,0,580,149,48.3985765124555,100,Inf,1.13410937912895e-39,4.19620470277713e-35,9.09682880350438e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_16493","","hypothetical protein",544,0,580,149,48.3985765124555,100,Inf,1.13410937912895e-39,4.19620470277713e-35,9.09682880350438e-39,4,4,0,0.125,0.125,0.0099009900990099
"group_17128","","hypothetical protein",544,0,580,149,48.3985765124555,100,Inf,1.13410937912895e-39,4.19620470277713e-35,9.09682880350438e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_24868","","hypothetical protein",544,0,580,149,48.3985765124555,100,Inf,1.13410937912895e-39,4.19620470277713e-35,9.09682880350438e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_28353","","hypothetical protein",544,0,580,149,48.3985765124555,100,Inf,1.13410937912895e-39,4.19620470277713e-35,9.09682880350438e-39,2,2,0,0.5,0.5,0.0297029702970297
"group_22587","","Putative low molecular weight protein-tyrosine-phosphatase",543,0,581,149,48.3096085409253,100,Inf,1.16119790375544e-39,4.29643224389512e-35,9.09682880350438e-39,3,3,0,0.25,0.25,0.0099009900990099
"mdtC_2","","Multidrug resistance protein MdtC",543,0,581,149,48.3096085409253,100,Inf,1.16119790375544e-39,4.29643224389512e-35,9.09682880350438e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_35710","","hypothetical protein",543,0,581,149,48.3096085409253,100,Inf,1.16119790375544e-39,4.29643224389512e-35,9.09682880350438e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_36068","","hypothetical protein",543,0,581,149,48.3096085409253,100,Inf,1.16119790375544e-39,4.29643224389512e-35,9.09682880350438e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_40854","","hypothetical protein",543,0,581,149,48.3096085409253,100,Inf,1.16119790375544e-39,4.29643224389512e-35,9.09682880350438e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_12937","","hypothetical protein",543,0,581,149,48.3096085409253,100,Inf,1.16119790375544e-39,4.29643224389512e-35,9.09682880350438e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_40873","","hypothetical protein",543,0,581,149,48.3096085409253,100,Inf,1.16119790375544e-39,4.29643224389512e-35,9.09682880350438e-39,3,3,0,0.25,0.25,0.0198019801980198
"ligA","","DNA ligase",543,0,581,149,48.3096085409253,100,Inf,1.16119790375544e-39,4.29643224389512e-35,9.09682880350438e-39,3,3,0,0.25,0.25,0.0099009900990099
"yyaP_1","","putative protein YyaP",543,0,581,149,48.3096085409253,100,Inf,1.16119790375544e-39,4.29643224389512e-35,9.09682880350438e-39,3,3,0,0.25,0.25,0.0198019801980198
"dusA","","tRNA-dihydrouridine(20/20a) synthase",543,0,581,149,48.3096085409253,100,Inf,1.16119790375544e-39,4.29643224389512e-35,9.09682880350438e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_54099","","hypothetical protein",542,0,582,149,48.220640569395,100,Inf,1.25709946556476e-39,4.6512680225896e-35,9.70834486034146e-39,3,3,0,0.25,0.25,0.0396039603960396
"degU_2","","hypothetical protein",542,0,582,149,48.220640569395,100,Inf,1.25709946556476e-39,4.6512680225896e-35,9.70834486034146e-39,3,3,0,0.25,0.25,0.0099009900990099
"group_68779","","hypothetical protein",542,0,582,149,48.220640569395,100,Inf,1.25709946556476e-39,4.6512680225896e-35,9.70834486034146e-39,3,3,0,0.25,0.25,0.0396039603960396
"group_68886","","hypothetical protein",542,0,582,149,48.220640569395,100,Inf,1.25709946556476e-39,4.6512680225896e-35,9.70834486034146e-39,3,3,0,0.25,0.25,0.0495049504950495
"group_32061","","hypothetical protein",542,0,582,149,48.220640569395,100,Inf,1.25709946556476e-39,4.6512680225896e-35,9.70834486034146e-39,3,3,0,0.25,0.25,0.0099009900990099
"pomA_2","","Chemotaxis protein PomA",542,0,582,149,48.220640569395,100,Inf,1.25709946556476e-39,4.6512680225896e-35,9.70834486034146e-39,3,3,0,0.25,0.25,0.0099009900990099
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",542,0,582,149,48.220640569395,100,Inf,1.25709946556476e-39,4.6512680225896e-35,9.70834486034146e-39,3,3,0,0.25,0.25,0.0396039603960396
"ahpC","","Alkyl hydroperoxide reductase C",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,4,4,0,0.125,0.125,0.0099009900990099
"group_38852","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0099009900990099
"group_7417","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0099009900990099
"group_25674","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0099009900990099
"nudL","","putative Nudix hydrolase NudL",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0099009900990099
"yrpC","","Glutamate racemase 2",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0396039603960396
"group_9822","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0099009900990099
"group_28876","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0198019801980198
"group_40698","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0297029702970297
"group_51406","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0198019801980198
"group_28927","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0198019801980198
"group_40779","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0099009900990099
"group_54254","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0297029702970297
"group_31707","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0198019801980198
"group_40930","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0198019801980198
"nadD","","Nicotinate-nucleotide adenylyltransferase",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0198019801980198
"mshA_2","","D-inositol-3-phosphate glycosyltransferase",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0396039603960396
"group_44057","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0396039603960396
"group_6381","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0198019801980198
"group_46114","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0099009900990099
"group_68646","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0297029702970297
"group_35648","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0099009900990099
"rlmCD_1","","23S rRNA (uracil-C(5))-methyltransferase RlmCD",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0396039603960396
"fcl_2","","GDP-L-fucose synthase",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0495049504950495
"group_68725","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0297029702970297
"mnmC","","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0099009900990099
"group_36328","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0099009900990099
"group_46710","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0198019801980198
"group_18135","strE","dTDP-glucose 4,6-dehydratase",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0099009900990099
"msrA_2","","Peptide methionine sulfoxide reductase MsrA",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0198019801980198
"stoA","","hypothetical protein",541,0,583,149,48.1316725978648,100,Inf,1.42472391892483e-39,5.27147850002186e-35,1.09050031030655e-38,3,3,0,0.25,0.25,0.0099009900990099
"group_43965","","hypothetical protein",540,0,584,149,48.0427046263345,100,Inf,1.67105335191037e-39,6.18289740206838e-35,1.27429872260272e-38,3,3,0,0.25,0.25,0.0099009900990099
"group_108312","","hypothetical protein",540,0,584,149,48.0427046263345,100,Inf,1.67105335191037e-39,6.18289740206838e-35,1.27429872260272e-38,3,3,0,0.25,0.25,0.0198019801980198
"group_46674","","hypothetical protein",540,0,584,149,48.0427046263345,100,Inf,1.67105335191037e-39,6.18289740206838e-35,1.27429872260272e-38,2,2,0,0.5,0.5,0.0495049504950495
"murE","","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",540,0,584,149,48.0427046263345,100,Inf,1.67105335191037e-39,6.18289740206838e-35,1.27429872260272e-38,3,3,0,0.25,0.25,0.0099009900990099
"wcaJ","","UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase",540,0,584,149,48.0427046263345,100,Inf,1.67105335191037e-39,6.18289740206838e-35,1.27429872260272e-38,3,3,0,0.25,0.25,0.0099009900990099
"group_18953","","hypothetical protein",540,0,584,149,48.0427046263345,100,Inf,1.67105335191037e-39,6.18289740206838e-35,1.27429872260272e-38,3,3,0,0.25,0.25,0.0099009900990099
